"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","팩스번호","웹사이트","운영시간","운영요일","휴무일","교통정보","태그","장애인편의시설"
"49200","ko","돈의문박물관마을 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage５/KOPeuqxxg?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPeuqxxg"," 서울 종로구 신문로2가 170 ","03178 서울 종로구 새문안로 39 (신문로2가) ","","","","","","","","돈의문박물관마을 물품보관소",""
"19924","ko","뮤지엄김치간","https://korean.visitseoul.net/attractions/뮤지엄김치간/KOP019924?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP019924","110-300 서울 종로구 관훈동 196-10 ","03149 서울 종로구 인사동길 35-4 (관훈동) ","02-2088-8531","","https://www.kimchikan.com/","10:00~18:00 ","화요일~일요일","-월요일 -1월 1일 -설날, 추석 연휴 -크리스마스 ","지하철 3호선 안국역 6번 출구, 394m","안국역,박물관,뮤지엄김치간,김치,종각역,광화문,김치체험관,김치만들기,김치박물관,김치전시",""
"43449","ko","설화철물","https://korean.visitseoul.net/attractions/2023026/KOP56qewe?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP56qewe"," 서울 동작구 사당동 318-13 ","07011 서울 동작구 사당로16길 7 (사당동) ","02-582-1971","","","6:30~18:30","매일","없음","지하철 7호선 남성역 1번 출구,  250m ","철물점,공구,건축자재판매,사당동,오래가게,동작구",""
"1910","ko","성곡미술관","https://korean.visitseoul.net/attractions/성곡미술관/KOP001907?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001907","110-062 서울 종로구 신문로2가 1-101 ","03175 서울 종로구 경희궁길 42 (신문로2가, 성곡미술관) ","02-737-7650","","http://www.sungkokmuseum.org","10:00~18:00 (입장 마감 Last Ticketing 17:30)","화요일 ~ 일요일","월요일 ","지하철 3호선 경복궁역 7번 출구,  611m"," 찻집, 광화문역, 김성곤, 카페찻집,한국미술, 전시,성곡미술관,미술, 미술관, 야외조각공원, 광화문, 경복궁역",""
"3177","ko","성균관 명륜당","https://korean.visitseoul.net/attractions/성균관-명륜당/KOP003176?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003176","110-812 서울 종로구 명륜동3가 53","03063 서울특별시 종로구 성균관로 25-1 ","02-760-1472","",""," 하절기(3월~10월) : 09:00 ~ 18:00  동절기(11월~2월) : 09:00 ~ 17:00","","","지하철 4호선 혜화역 4번 출구,  833m","역사, 성균관대학교,명륜당,성균관명륜당,인문사회과학캠퍼스, 유적지, 명륜당은행나무,혜화역",""
"19656","ko","성균관대학교","https://korean.visitseoul.net/attractions/성균관대학교/KOP019656?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP019656","110-745 서울 종로구 명륜3가 53-21 ","03063 서울 종로구 성균관로 25-2 (명륜3가, 성균관대학교) ","02-760-0114","","http://www.skku.edu/","","","","지하철 4호선 혜화역 4번 출구,  1.2km","명륜당, 광화문,성균관, 혜화역, 성균관대, 성균관대학교, 대학로",""
"47249","ko","성수구름다리","https://korean.visitseoul.net/attractions/2024-gureumdari/KOPouf85a?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPouf85a"," 서울 성동구 성수동1가 642-25 ","04770 서울 성동구 강변북로 257  ","","","","","","","지하철 수인분당선 서울숲역 3번 출구,  699m","성수,성수구름다리,노을명소,야경명소,서울야경명소",""
"33828","ko","성신여대 복식박물관 및 자연사박물관","https://korean.visitseoul.net/attractions/성신여대-복식박물관-및-자연사박물관/KOP033828?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP033828"," 서울 강북구 미아동 147 ","01133 서울 강북구 도봉로76가길 55 (미아동, 성신여자대학교운정그린캠퍼스) 운정그린캠퍼스 B1","복식박물관:  02-920-2657 / 자연사박물관: 02-920-7890 ","","https://www.sungshin.ac.kr/sites/museum/index.do","월~토: 10:00~17:00 (일요일, 법정공휴일 휴관)","","","지하철 4호선 미아역 1번 출구,  500m","성신여대 복식박물관,자연사박물관",""
"43474","ko","동부고려제과","https://korean.visitseoul.net/attractions/2023113/KOPusfd76?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPusfd76"," 서울 중랑구 망우동 563 ","02163 서울 중랑구 망우로 388 ","02-433-1783","","","06:30~00:30","매일","","지하철 경의중앙/경춘선 망우역 1번 출구, 309m ","소화잘되는빵,서울미래유산,오래가게,망우동,동네빵집,제과점,상봉역,천연발효,빵",""
"49351","ko","두타몰 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage23/KOPrcoic6?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPrcoic6"," 서울 중구 을지로6가 18-12 ","04563 서울 중구 장충단로 275 (을지로6가, 두산타워빌딩) ","","","","","","","","두타몰 물품보관소",""
"43443","ko","등촌 최월선칼국수","https://korean.visitseoul.net/attractions/2023011/KOPof5zcz?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPof5zcz"," 서울 강서구 등촌동 654-95 ","07571 서울 강서구 화곡로64길 68  ","02-3661-2744","","","평일 11:30~15:00, 16:00~21:30 / 주말 11:30~16:00, 17:00~21:30","매일","없음","지하철 9호선 증미역 4번 출구,  580m","김포공항,국물,면요리,한식,오래가게,칼국수",""
"29716","ko","성우이용원","https://korean.visitseoul.net/attractions/성우이용원/KOP029716?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029716"," 서울 마포구 공덕동 7-30 ","04183 서울 마포구 효창원로97길 4-1 ","02-714-2968","","futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=171","09:00~18:00","월요일~화요일, 목요일~일요일","수요일","지하철 5호선 애오개역 4번 출구,  927m"," 청파동, 서울역, 공덕, 바버샵,남성전문, 서울미래유산,오래가게, 이용원, 이발소",""
"46879","ko","성원전주콩나물국밥","https://korean.visitseoul.net/attractions/SeongwonJeonjuKongnamulGukbap/KOPwmqzyh?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPwmqzyh"," 서울 중구 명동2가 4-1 ","04537 서울 중구 명동10길 19-10 (명동2가) ","02-777-4284","","","11:00~22:00","매일 ","","지하철 4호선 명동역 8번 출구,  269m","오래가게,명동,콩나물국밥",""
"2395","ko","세검정","https://korean.visitseoul.net/attractions/세검정/KOP002395?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002395","110-010 서울 종로구 신영동 168-6","03018 서울특별시 종로구 세검정로 244 (세검정) ","","","","","","","지하철 3호선 홍제역 1번 출구, 유진상가 정류장에서 110A고려대 간선버스 승차, 세검정.상명대 정류장에서 하차, 85m ","상명대학교,홍제역,유적지,세검정,인조반정",""
"24645","ko","세빛섬","https://korean.visitseoul.net/attractions/some-sevit-kr/KOP024645?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024645"," 서울 서초구 반포동 650 ","06500 서울 서초구 올림픽대로 2085-14 (반포동) ","1566-3433","","http://www.somesevit.co.kr/kr/index.do","11:00 ~ 22:00","월~일","연중무휴","지하철 3/7/9호선 고속터미널역  8-1번 출구,  650m"," 세빛섬,수상문화공간,강남,야경,이벤트,공연, 인공섬,한강,전시,야간명소",""
"23561","ko","세운상가","https://korean.visitseoul.net/attractions/sewoonplaza/KOP023561?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023561","110-430 서울 종로구 장사동 116-4 ","03194 서울 종로구 청계천로 159 (장사동, 세운상가) ","02-2271-2344","","http://sewoonplaza.com/","09:00 ~ 19:00 (상점마다 상이함)","월요일 ~ 토요일","일요일, 공휴일 ","지하철 1/3/5호선 종로3가역 12번 출구,  280m ","서울투어,서울핫플,종로,종로3가역,을지로핫플,서울명소,서울가볼만한곳,세운상가,을지로명소,을지로데이트,힙지로,서울놀거리,종로데이트,종로가볼만한곳,세운상가옥상,을지로",""
"37890","ko","세운청계상가","https://korean.visitseoul.net/attractions/세운청계상가/KOP037890?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037890"," 서울 중구 산림동 207-1 ","04545 서울 중구 청계천로 160 (산림동, 세운청계상가) ","02-2264-8511","","","","","","지하철 2/ 5호선 을지로4가역 3번 출구,  300m","을지로카페,맛집,한국드라마,서울,종로,드라마속여행지,서울명소,빈센조,세운상가,서울핫플,드라마촬영지,세운청계상가,을지로,카페",""
"1747","ko","소극장 산울림","https://korean.visitseoul.net/attractions/산울림소극장/KOP001747?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001747","  ","04052 서울 마포구 와우산로 157 ","02-334-5915","","http://www.sanwoollim.kr/","10:00~22:00","월요일, 수요일~일요일","화요일","지하철 2호선/공항철도/경의중앙선  홍대입구역  6번 출구,  327m"," 관람, 마포, 홍대, 소극장,오래가게, 공연, 문화생활, 서교동,연극",""
"23758","ko","소덕문 터(옛 서소문)","https://korean.visitseoul.net/attractions/소덕문-터옛-서소문/KOP023758?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023758","100-814 서울 중구 서소문동 58-25 ","04513 서울 중구 서소문로 100 (중앙일보 구관) ","02-120","","","24시간","","연중무휴","지하철 1/ 2호선 시청역 9번 출구,  300m","성문, 소문, 문화재, 광화문,소덕문,시청역,옛서소문, 소덕문터,소의문",""
"46881","ko","손가네닭한마리","https://korean.visitseoul.net/attractions/SonganeDakhanmari/KOPmpzvsl?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPmpzvsl"," 서울 종로구 숭인동 201-13 ","03115 서울 종로구 종로66가길 10 (숭인동, 유림빌딩) ","0507-1345-9065","","","월요일~금요일 12:00~22:00 토요일 12:00~21:00 (15:00~17:00 브레이크타임)","","일요일","지하철 1/2/우이신설선  신설동역  11번 출구,  392m","신설동,닭한마리,오래가게",""
"50802","ko","마포옥","https://korean.visitseoul.net/attractions/MapoOk/KOPl6vvmp?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPl6vvmp"," 서울 마포구 용강동 50-13 ","04165 서울특별시 마포구 토정로 312 1층 ","02-716-6661","","","7:00~21:00","매일","","지하철 5호선 마포역 1번 출구, 263m","오래가게,설렁탕,마포,미래유산,용강동",""
"43451","ko","사하라","https://korean.visitseoul.net/attractions/2023030/KOPq9l4ap?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPq9l4ap"," 서울 마포구 공덕동 256-13 ","04214 서울 마포구 만리재로 15 제일빌딩 지하1층 2호 ","02-719-8338","","","17:30~02:00 ","월요일 ~ 토요일 ","일요일, 공휴일","지하철 5 / 6호선 / 공항철도 / 경의중앙선  공덕역  5번 출구,  100m ","마포,요리주점,7080라이브,주점,오래가게,공덕",""
"50884","ko","석교식당 ","https://korean.visitseoul.net/attractions/SeokgyoRestaurant/KOPv5rscz?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPv5rscz"," 서울 서대문구 영천동 331 ","03734 서울 서대문구 통일로 185 (영천동) ","02-363-2803","","","06:00~21:00","매일","","지하철 3호선 독립문역 4번 출구, 515m 지하철 5호선 서대문역 2번 출구, 583m","오래가게,순대국,영천시장,안산,인왕산,은평",""
"6996","ko","손기정기념관","https://korean.visitseoul.net/attractions/손기정기념관/KOP006995?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006995","100-372 서울 중구 만리동2가 6-1 6-1","04501 서울 중구 손기정로 101 (손기정 체육공원) ","02-364-1936(내선 1번)","","http://www.sonkeechung.com","10:00 ~18:00 (입장은 마감시간 1시간 전까지)","","월 (단 월요일이 공휴일인 경우 그 다음날), 1월 1일, 설날, 추석, 기타 별도로 정하는 휴관일","지하철 2호선 충정로역 5번 출구,  753m","김구,손기정기념관,박물관,손기정,금메달,만리동,마라톤,서울역,손기정체육공원,베를린올림픽,충정로역,기념관,일제강점기,이승만",""
"26955","ko","송림수제화","https://korean.visitseoul.net/attractions/송림수제화/KOP026955?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026955"," 서울 중구 을지로3가 5-10 ","04543 서울특별시 중구 수표로 60-1 (을지로3가 5-10)3~4층 ","02-2279-8054/1910","","http://www.songlim1936.com/main/main.asp","월요일 ~ 금요일 10:00 ~ 18:00 토요일/공휴일 10:00 ~ 17:00","월요일 ~ 토요일","일요일","지하철 2/3호선 을지로3가역 2번 출구,  43m","오래가게,서울미래유산,맞춤화,등산화,트레킹화,수제화",""
"3778","ko","송은(SONGEUN)","https://korean.visitseoul.net/attractions/송은갤러리/KOP003778?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003778"," 서울 강남구 청담동 92-9 ","06016 서울 강남구 도산대로 441 (청담동) ","02-3448-0100","","","11:00~18:30","월~토","-일요일 -공휴일 ＊전시별 관람시간 확인요망","지하철 수인분당선  압구정로데오역  4번 출구,  637m","전시, 미술관, 예술, 강남,송은, 송은 문화재단,미술,청담동,압구정로데오역","장애인 전용 주차장,엘리베이터,장애인화장실"
"27193","ko","송파관광정보센터","https://korean.visitseoul.net/attractions/송파관광정보센터/KOP027193?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027193","138-240 서울 송파구 신천동 32 ","05617 서울 송파구 잠실로 180 (신천동, 송파관광정보센터) ","+82-2-421-0970~1","","","10:00~18:00","","설, 추석명절 휴무","지하철 2/ 8호선 잠실역 2번 출구,  470m","송파,사랑의자물쇠,사랑의우체통,크로마키,송파관광정보센터,관광객,관광안내","장애인 안내(휠체어 대여 및 기타)"
"23760","ko","숙정문","https://korean.visitseoul.net/attractions/sookjeongmun/KOP023760?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023760","136-822 서울 성북구 성북동 산 25-1 ","02822 서울 성북구 대사관로 1 (성북동, 홍련사(조계종)) ","02-747-2153","","","09:00 ~ 16:00하절기(3~10월) / 퇴장시간-18:00 10:00 ~ 15:00동절기(11~2월) / 퇴장시간-17:00","화요일~일요일","월요일 (월요일이 공휴일인 경우 화요일 휴관)","지하철 3호선 경복궁역 3번 출구,  710번 간선버스 승차, 방송통신대,이화장 정류장 하차 후 2112번 지선버스 승차, 서울다원학교.한용운활동터 정류장에서 하차,  820m ","서울사대문,주말나들이,사적제10호,안국역,광화문,한양도성,도심속문화재,한양도성순성길,서울산책,서울문화재,경복궁역,북대문,숙정문,서울성곽",""
"1932","ko","순라길","https://korean.visitseoul.net/attractions/순라길/KOP001932?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001932","110-380 서울시 종로구 권농동 113 일대  원남동 151-6번지에서 인의동 90-5번지","03134 서울시 종로구 서순라길 161 (권농동) 일대 ","02-120","","","","","","지하철 1/3/5호선 종로3가역 7번 출구,  471m","광화문,종로,목길,순라길,문화공간,안국역,역사문학탐방로",""
"49314","ko","명동역 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage15/KOPsk1gs6?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPsk1gs6"," 서울 중구 충무로2가 109-2 ","04629 서울 중구 퇴계로 지하 126 (충무로2가, 명동역 4호선) ","","","","","","","","명동역",""
"4513","ko","사육신공원","https://korean.visitseoul.net/attractions/사육신공원/KOP004513?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004513","156-801 서울 동작구 노량진동 152-3 ","06902 서울 동작구 노량진로 191 (노량진동, 사육신묘지공원) ","02-813-2130","","https://parks.seoul.go.kr/parks/detailView.do?pIdx=103#","09:00~18:00 ","","","지하철 9호선 노들역 1번 출구,  432m","노량진역,노들역,한강대교,문화유산,노량진,여의도,유형문화재8번,사육신,사육신묘,세조",""
"26193","ko","순희네 반찬","https://korean.visitseoul.net/attractions/순희네반찬/KOP026193?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026193","  ","03195 서울 종로구 창경궁로 88 1층 광장시장 65-1 ","02-2279-1885","","","09:00~21:00","매일","없음","지하철 1호선 종로5가역 8번 출구,  217m"," 광장시장, 게장,오래가게,젓갈, 종로,반찬",""
"22888","ko","숭례문(남대문)","https://korean.visitseoul.net/attractions/Sungnyemun/KOP022888?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP022888","100-094 서울 중구 남대문로4가 29 ","04528 서울 중구 세종대로 40 (숭례문(남대문)) ","02-779-8547","","","화요일~일요일 09:00-18:00 ","화요일~일요일","월요일 ","지하철 1/4호선/ 경의중앙선/ 공항철도 서울역 4번 출구,  258m 지하철 4호선 회현역 5번 출구,  403m ","서울볼거리, 서울관광,  회현역, 목조건물,숭례문, 국보제1호, 문화재,국보,한국문화재,서울문화재,남대문,서울여행,광화문,서울사대문",""
"29578","ko","쉼박물관","https://korean.visitseoul.net/attractions/쉼박물관/KOP029578?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029578","110-020 서울 종로구 홍지동 36-20 ","03015 서울 종로구 세검정로 209-17 (쉼박물관) ","02-396-9277","","http://museeshuim.com/","평일 10:00~18:00 토요일 10:00~18:00 일요일 14:00~19:00","","","지하철 3호선 경복궁역 3번 출구, 0212, 1020, 1711, 7016, 7018, 7022(상명대입구 하차). 지하철 5호선 광화문역 3번 출구 교보빌딩 앞, 0212, 1020, 1711, 7016, 7018(상명대입구 하차)."," 기획전, 휴식, 전시실, 현대예술, 경복궁역,홍지동,예술, 보존,쉼박물관,광화문역,문화",""
"1442","ko","스페이스 씨","https://korean.visitseoul.net/attractions/스페이스-씨/KOP001441?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001441","135-120 서울 강남구 신사동 627-8 스페이스씨","06024 서울특별시 강남구 언주로 827, 스페이스씨 (신사동) ","02-547-9177","","http://www.spacec.co.kr/","화~금  - 11:00~18:00 ","화요일~금요일","토요일, 일요일, 월요일, 1월1일, 설 및 추석 연휴, 기타 기관장이 정하는 임시 휴일","지하철 3호선 압구정역 3번 출구,   567m"," 압구정역,문화,전시,스페이스씨,박물관,화장품,코리아나화장품, 강남,화장박물관, 미술관 ,문화공간, 코리아나, 복합문화공간","장애인 전용 주차장,접근가능,엘리베이터"
"50346","ko","스페이스K 서울","https://korean.visitseoul.net/attractions/spaceK/KOP4khc7y?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP4khc7y"," 서울 강서구 마곡동 772 ","07802 서울 강서구 마곡중앙8로 32 (마곡동, 스페이스K 서울) ","02-3665-8918","","https://www.spacek.co.kr/index.do","10:00-18:00","월요일-토요일","일요일","지하철 5호선 마곡역 3번출구, 393m 지하철 9호선/공항철도 마곡나루역 4번출구, 689m","서울 전시관,마곡 볼거리,서울전시,비영리 미술관,문화예술,스페이스K 서울,전시관람",""
"43490","ko","승진완구	","https://korean.visitseoul.net/attractions/2023100/KOPpp5dae?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPpp5dae"," 서울 종로구 창신동 390-3 ","03120 서울 종로구 종로52길 30 ","02-747-1900","","","09:00 - 18:00","매일","신정 및 구정, 추석 당일 휴무","지하철 1/6호선 동묘앞역 6번 출구,  174m"," 레고,장난감,교육용완구, 도매상, 동대문,오래가게, 자동차장난감",""
"5060","ko","신당창작아케이드","https://korean.visitseoul.net/attractions/신당창작아케이드/KOP005060?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005060","100-868 서울 중구 황학동 119 신당지하쇼핑센터","04571 서울 중구 마장로 87 (황학동) 신당지하쇼핑센터","02-2232-8833","","https://www.sfac.or.kr/artspace/artspace/sindang_main.do","작가공방 9:00~20:00 공동작업장?사진실 9:00~22:00 아트마켓 9:00~18:00","","작가공방, 공동작업장, 사진실 연중무휴 아트마켓 토?일요일 휴관","지하철 2/ 6호선 신당역 2번 출구,  336m","신당창작아케이드,신당역,신당지하쇼핑센터,문화체험,동대문,전시,미술관,아트마켓,서울시창작공간,황학동",""
"43440","ko","신락원","https://korean.visitseoul.net/attractions/2023020/KOP1rnlut?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP1rnlut"," 서울 동대문구 전농동 60-32 ","02506 서울 동대문구 전농로20길 2 (전농동) ","02-2244-0008","","","11:30-22:00 / 일요일 11:30-21:00 (휴게시간 15:00~17:00)","","월요일 정기휴무","지하철 1호선/ 수인분당선/ 경의중앙선  청량리역 3번 출구,  1.1km","오래가게, 중식,중화요리,짜장면, 청량리, 서울시립대",""
"49331","ko","신세계백화점 물품보관소","https://korean.visitseoul.net/attractions/LuggageStorage19/KOPjrzt3t?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPjrzt3t"," 서울 중구 충무로1가 54 ","04530 서울 중구 퇴계로 77 (충무로1가, 신세계백화점) ","","","","","","","","신세계백화점 물품보관소",""
"46311","ko","신아기념관","https://korean.visitseoul.net/attractions/2024-shina/KOPjkm9y3?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPjkm9y3"," 서울 중구 정동 1-28 ","04518 서울 중구 정동길 33 (정동, 신아일보) ","02-777-9875","","","업체별 상이","업체별 상이","","지하철 1/2호선 시청역 12번 출구,  507m","신아기념관,대한민국근현대사,덕수궁돌담길,정동,덕수궁,정동길",""
"50877","ko","서부감자국 ","https://korean.visitseoul.net/attractions/SeobuGamjaguk/KOP9a9oj8?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP9a9oj8"," 서울 은평구 녹번동 181 ","03384 서울 은평구 서오릉로 8 (녹번동) ","02-356-4555","","","11:00~23:00","매일","","지하철 6호선 역촌역 3번 출구, 600m","오래가게,감자국,감자탕,김치,응암동감자국거리,응암동,은평,해장",""
"43476","ko","서울레코드","https://korean.visitseoul.net/attractions/2023096/KOPrf5phm?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPrf5phm"," 서울 종로구 종로3가 169-1 ","03193 서울 종로구 종로 154 ","02-2265-9298","","https://www.seoulrecord.co.kr/","10:00~19:30","매일","없음","지하철 1/3/5호선 종로3가역 12번 출구,  160m"," 종로, 블루레이, 음반, 테이프, 레코드, CD,오래가게, LP",""
"48426","ko","손기정문화도서관","https://korean.visitseoul.net/attractions/junggulibrary/KOPa2rvwq?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPa2rvwq"," 서울 중구 만리동2가 6-1 ","04501 서울 중구 손기정로 101 (손기정공원) ","0507-1382-2950","","https://www.junggulib.or.kr/index.do","9:00 ~22:00","화 ~ 일","월","지하철 1/ 4호선/ 공항철도/경의중앙선 서울역 15번 출구,  720m","서울역놀거리,손기정공원,서울도서관",""
"6307","ko","신안촌","https://korean.visitseoul.net/attractions/신안촌-KR/KOP006304?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006304","110-053 서울특별시 종로구 내자동 152","03169 서울특별시 종로구 사직로12길 8 (내자동) ","0507-1418-7744","","","평일 11:45~15:00 / 17:00~21:40 토요일 12:00~19: 00","월요일~토요일","매주 일요일, 명절 휴무","지하철 3호선 경복궁역 7번 출구,  130m ","홍어,한식,낙지연포탕,홍어맛집,신안촌,낙지,남도음식,경복궁맛집",""
"27231","ko","신촌역사 관광안내소","https://korean.visitseoul.net/attractions/신촌역사-관광안내소/KOP027231?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027231","120-140 서울 서대문구 신촌동 74-12 ","03765 서울 서대문구 신촌역로 30 (신촌동, 신촌민자역사) 신촌역사 내","+82-2-363-7833","","http://www.sta.or.kr","10:00~19:00 (KST)","","설, 추석 당일 휴무","지하철 경의중앙선 신촌역 1번 출구,  30m","신촌역사-관광안내소,이대,안내,신촌,안내소,관광안내소,여행,구신촌역사",""
"43612","ko","신흥상회","https://korean.visitseoul.net/attractions/2023054/KOP8fihkt?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP8fihkt","  ","07299 서울 영등포구 도림로126길 1 (문래동3가) ","0507-1386-4461","","","월요일~금요일 06:00~23:00 토요일~일요일 10:00~22:00  ","매일","없음","지하철 2호선 문래역 7번 출구,  515m "," 영등포, 문래동, 문래창작촌, 간단안주, 슈퍼, 가맥,오래가게, 문래철공단지",""
"43462","ko","쌍마스튜디오","https://korean.visitseoul.net/attractions/2023057/KOPb4qyjm?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPb4qyjm"," 서울 영등포구 여의도동 24-5 ","07327 서울 영등포구 여의나루로 81 (여의도동, 한마루빌딩) ","02-786-7800","","https://www.ssangma.net/","월요일-금요일 09:00~19:00 토요일 10:00~16:00","월요일~토요일","일요일","지하철 5/9호선 여의도역 3번 출구,  484m","여의도,프로필사진,연예인사진관,사진관,오래가게,증명사진",""
"43456","ko","아다모스튜디오","https://korean.visitseoul.net/attractions/2023046/KOP5dtalk?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP5dtalk"," 서울 성동구 성수동1가 72-8 ","04780 서울 성동구 성수일로 10 (성수동1가, 서울숲 ITCT 지식산업센터) B 104호","02-466-3380","","www.adamostudio.co.kr","화요일~금요일 10:30~19:00 (휴게시간 12:30~13:30)  토요일 10:30~16:00 (휴게시간 12:30~13:30)","화요일~금요일","월요일, 일요일","지하철 2호선 성수역 4번 출구,  991m","옷수선, 성수, 모피, 뚝섬,밍크, 건대입구,오래가게, 명품옷수선",""
"2388","ko","아라리오갤러리 서울","https://korean.visitseoul.net/attractions/아라리오갤러리/KOP002388?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002388"," 서울 종로구 원서동 228 ","03058 서울 종로구 율곡로 85 아라리오갤러리 ","02-541-5701","","http://www.arariogallery.com/","11:00~18:00","화요일 - 토요일","일요일, 월요일","지하철 3호선 안국역 3번 출구,  180m","화랑,아라리오,미술,문화,아라리오갤러리,종로,갤러리,현대미술,광화문,전시,삼청동,예술,서울전시,북촌",""
"20731","ko","아라리오뮤지엄 인 스페이스","https://korean.visitseoul.net/attractions/아라리오뮤지엄-인-스페이스/KOP020731?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP020731","110-280 서울 종로구 원서동 219 ","03058 서울 종로구 율곡로 83 (원서동) ","02-736-5700","","http://www.arariomuseum.org/main.php","10:00~19:00 (입장마감 18:00)","화~일","월요일","지하철 3호선 안국역 3번 출구,  181m"," 아트뮤지엄,뮤지엄, 미술관,아라리오,문화공간, 전시, 아라리오뮤지엄, 안국역, 예술, 현대미술",""
"18992","ko","아르코 미술관","https://korean.visitseoul.net/attractions/아르코-미술관/KOP018992?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP018992","110-809 서울 종로구 동숭동 1-130 ","03087 서울 종로구 동숭길 3 (동숭동, 한국문화예술진흥원) ","02-760-4850","","https://www.arko.or.kr/artcenter/","11:00 ~ 19:00 (입장마감 18:30)","화요일~일요일","-월요일 -1월 1일 -설날, 추석 당일","지하철 4호선 혜화역 2번 출구,  138m"," 미술관, 동대문, 아르코미술관, 한국문화예술진흥원, 전시, 그림,문화,혜화역,동숭동,서울전시, 대학로",""
"4471","ko","아름다운 차박물관","https://korean.visitseoul.net/attractions/아름다운-차박물관/KOP004467?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004467","110-290 서울 종로구 인사동 193-1 193-1번지","03162 서울 종로구 인사동길 19-11 ","02-735-6678","","","11:30 - 20:00","월요일 ~ 일요일 ","연중무휴","지하철 1/3/5호선 종로3가역 5번 출구,  241m","박물관, 차박물관, 전통, 광광지, 종로3가역,광화문,안국역, 도자기, 종각역,퓨전차, 문화",""
"25016","ko","아원공방","https://korean.visitseoul.net/attractions/awon-made-kr/KOP025016?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025016"," 서울 종로구 소격동 143 ","03053 서울 종로구 북촌로5가길 3 ","02-735-3482","","https://www.ah-won.com/","10:00 - 19:00 ","화요일~일요일","월요일","지하철 3호선 안국역 2번 출구,  528m"," 전시,오래가게, 금속공예, 종로, 수제, 인테리어소품샵, 갤러리, 삼청동",""
